主族群,細分產品,國家,排名,代碼,公司,產業地位
金融,保險,韓,173,001450,현대해상,現代海上保險
生技醫藥,製藥,韓,174,000100,유한양행,柳韓洋行
傳統消費,家電/淨水器租賃,韓,175,021240,코웨이,Coway
半導體材料,SiC環/碳化矽零件,韓,176,064760,티씨케이,TCK半導體材料廠
生技醫藥,新藥研發,韓,177,397030,에이프릴바이오,April Bio生技
機器人/自動化,機器人,韓,178,090710,휴림로봇,Hyulim Robot
電池/儲能,電池材料,韓,180,450080,에코프로머티,Ecopro Materials
航運,貨櫃航運,韓,181,011200,HMM,HMM
半導體材料,濕化學品/前驅物,韓,182,357780,솔브레인,Soulbrain半導體材料廠
汽車,輪胎,韓,183,161390,한국타이어앤테크놀로지,韓泰輪胎
傳統消費,化妝品流通(K-beauty出口),韓,185,257720,실리콘투,Silicon2化妝品流通平台
機器人/自動化,物流自動化設備,韓,186,319400,현대무벡스,現代Moobex
傳統產業,非鐵金屬(鋅冶煉),韓,188,010130,고려아연,高麗亞鉛
金融,保險,韓,189,085620,미래에셋생명,未來資產生命
金融,證券,韓,190,005940,NH투자증권,NH投資證券
金融,金控,韓,191,138930,BNK금융지주,BNK金融
傳統消費,食品,韓,192,271560,오리온,好麗友餅乾
金融,保險,韓,193,088350,한화생명,韓華生命
傳統消費,化妝品,韓,195,090430,아모레퍼시픽,雅萌詩太平洋韓妝大廠
綠能/風電,風塔,韓,196,112610,씨에스윈드,CS Wind風電零件廠
綠能/太陽能,太陽能,韓,199,322000,HD현대에너지솔루션,HD現代能源solution
IC通路,半導體通路,韓,200,031330,에스에이엠티,Samtech半導體通路商
半導體設備,設備零件清洗,韓,201,183300,코미코,Komico半導體設備服務
機器人/自動化,機器人,韓,204,439960,코스모로보틱스,Cosmo Robotics
電池/儲能,矽負極材料,韓,206,078600,대주전자재료,大洲電子材料電池材料廠
傳統產業,重工業設備(鍋爐/環保),韓,209,083650,비에이치아이,重工業設備廠
造船,造船,韓,210,097230,HJ중공업,HJ重工
半導體設備,半導體設備(控股),韓,211,030530,원익홀딩스,原益控股
傳統產業,營建,韓,212,006360,GS건설,GS建設
化合物半導體,GaN射頻元件,韓,214,218410,RFHIC,RFHIC，基站/雷達射頻元件廠
金融,網路銀行,韓,215,323410,카카오뱅크,Kakao Bank
生技醫藥,醫美(肉毒桿菌),韓,223,145020,휴젤,Hugel醫美生技
生技醫藥,新藥研發,韓,224,326030,SK바이오팜,SK生物製藥
機器人/自動化,機器人,韓,225,090360,로보스타,Robostar，三星集團機器人
生技醫藥,新藥研發,韓,226,476830,알지노믹스,生技新藥公司
電力設備,電力工程(核電設計),韓,227,052690,한전기술,韓國電力技術，KEPCO子公司
半導體設備,廢氣處理(Scrubber),韓,229,083450,GST,GST半導體設備廠
綠能/風電,海洋工程/風電基礎,韓,230,100090,SK오션플랜트,SK海洋廠
金融,網路銀行,韓,231,279570,케이뱅크,K bank
封測(OSAT/測試),半導體封測,韓,232,330860,네패스아크,Nepes Ark封測廠
半導體材料,過氧化氫/前驅物,韓,233,014680,한솔케미칼,韓松化學半導體材料廠
電池/儲能,鋰電池(一次電池),韓,235,082920,비츠로셀,Vitzro Cell電池廠
控股公司,韓華集團控股,韓,236,000880,한화,韓華集團
電信,電信運營商,韓,237,030200,KT,KT
電池/儲能,電池銅箔,韓,238,020150,롯데에너지머티리얼즈,樂天能源材料
安防設備,CCTV監控設備,韓,239,489790,한화비전,韓華Vision
機器人/自動化,馬達/減速機,韓,240,058610,에스피지,SPG機器人零件廠
封測(OSAT/測試),半導體封裝材料(焊球/Bonding Wire),韓,241,033160,엠케이전자,MK電子封裝材料廠
遊戲/娛樂,遊戲軟體,韓,242,263750,펄어비스,Pearl Abyss，黑色沙漠開發商
傳統產業,建機/農機,韓,243,241560,두산밥캣,斗山Bobcat
汽車,車用零件,韓,244,126640,화신정공,化信精工
控股公司,GS集團控股,韓,247,078930,GS,GS集團
控股公司,CJ集團控股,韓,250,001040,CJ,CJ集團
生技醫藥,新藥研發,韓,252,310210,보로노이,Voronoi生技
電信,電信運營商,韓,253,032640,LG유플러스,LG U+
媒體/娛樂,K-pop經紀,韓,254,035900,JYP Ent.,JYP Entertainment
封測(OSAT/測試),半導體封裝材料(Lead Frame/基板),韓,255,195870,해성디에스,Haesung DS封裝材料廠
電池/儲能,超級電容/銅箔,韓,256,417200,LS머트리얼즈,LS Materials電池材料廠
生技醫藥,醫美設備(超音波拉皮),韓,257,214150,클래시스,Classys醫美設備廠
傳統消費,飯店/免稅店,韓,259,008770,호텔신라,新羅酒店
網通設備,通訊中繼器設備,韓,262,050890,쏠리드,Solid通訊設備廠
傳統產業,電梯,韓,264,017800,현대엘리베이터,現代電梯
生技醫藥,原料藥CDMO,韓,265,237690,에스티팜,ST製藥CDMO
半導體設備,原子力顯微鏡(AFM),韓,266,140860,파크시스템스,Park Systems半導體檢測設備
封測(OSAT/測試),半導體陶瓷封裝基板,韓,267,252990,샘씨엔에스,三星電子系陶瓷基板廠
傳統消費,零售(大型超市),韓,268,139480,이마트,E-mart
IC設計,半導體設計服務(類ASIC),韓,269,490470,세미파이브,SemiFive設計服務廠
半導體材料,石英/陶瓷零件,韓,270,074600,원익QnC,原益QnC半導體材料廠
封測(OSAT/測試),半導體封測(OSAT),韓,271,036540,SFA반도체,SFA半導體封測廠
電池/儲能,二次電池廠環保設備,韓,272,383310,에코프로에이치엔,Ecopro HN環保設備廠
傳統產業,LED/太陽能模組,韓,273,004710,한솔테크닉스,韓松Technics
金融,網路支付,韓,274,377300,카카오페이,Kakao Pay
傳統產業,化學/工業材料,韓,275,120110,코오롱인더,Kolon Industries
傳統消費,化妝品/日用品,韓,278,051900,LG생활건강,LG生活健康
金融,金控,韓,279,139130,iM금융지주,iM金融
半導體材料,光罩(Blank Mask),韓,280,101490,에스앤에스텍,S&S Tech半導體材料廠
傳統消費,化妝品代工(ODM),韓,283,192820,코스맥스,Cosmax化妝品代工
造船,船用引擎,韓,284,071970,HD현대마린엔진,HD現代海洋引擎
電力設備,變壓器零件,韓,286,006910,보성파워텍,Bosung Power Tech
傳統產業,化學(合成橡膠),韓,288,011780,금호석유화학,錦湖石油化學
半導體材料,矽電極,韓,289,166090,하나머티리얼즈,Hana Materials半導體材料廠
控股公司,航空控股,韓,291,180640,한진칼,韓進KAL，大韓航空母公司
太空產業,衛星通訊天線,韓,292,189300,인텔리안테크,Intellian Tech
傳統消費,食品,韓,295,097950,CJ제일제당,CJ第一製糖
金融,再保險,韓,298,003690,코리안리,Korean Re
機器人/自動化,自動化/IT,韓,299,022100,포스코DX,POSCO DX，集團自動化
生技醫藥,製藥,韓,300,004310,현대약품,現代藥品
金融,金控,韓,301,175330,JB금융지주,JB金融
傳統消費,食品,韓,302,004370,농심,農心
電力設備,變壓器,韓,303,033100,제룡전기,Jeryong Electric電力設備廠
封測(OSAT/測試),半導體測試設備(Burn-in),韓,305,232140,와이씨,YC半導體設備廠
傳統產業,化學,韓,306,011170,롯데케미칼,樂天化學
汽車,車用零件/防彈材料,韓,308,007340,DN오토모티브,DN Automotive
半導體設備,半導體檢測設備,韓,311,064290,인텍플러스,Intekplus
造船,LNG船絕熱材料,韓,312,017960,한국카본,韓國碳業，造船材料廠
被動元件,MLCC天線元件,韓,313,052710,아모텍,Amotech被動元件廠
電池/儲能,電極製造設備,韓,314,222080,SFA넥셀,CIS電池設備廠
汽車,車用零件,韓,315,011210,현대위아,現代Wia
生技醫藥,新藥研發,韓,316,475830,오름테라퓨틱,Orum Therapeutics
航運,散裝航運,韓,318,028670,팬오션,Pan Ocean
PCB/CCL,軟板,韓,321,090460,비에이치,BH軟板廠，三星供應鏈
生技醫藥,醫療器材(手術器械),韓,322,491000,리브스메드,Livsmed醫材
軍工/國防,彈藥/銅製品,韓,323,103140,풍산,豐山，國防彈藥+金屬
電池/儲能,鋁箔(電池/電容用),韓,325,006110,삼아알미늄,三亞鋁業電池材料廠
半導體設備,EFEM/搬送設備,韓,326,417840,저스템,Justem半導體設備廠
金融,證券,韓,327,003530,한화투자증권,韓華投資證券
生技醫藥,新藥研發,韓,329,048410,현대바이오,現代Bio生技
IC設計,安全晶片IC設計,韓,331,456010,아이씨티케이,ICTK半導體設計廠
封測(OSAT/測試),半導體先進封測,韓,335,033640,네패스,Nepes半導體封測廠
電力設備,電線電纜(海纜),韓,337,229640,LS에코에너지,LS Eco Energy
太空產業,衛星製造,韓,339,099320,쎄트렉아이,Satrec Initiative
生技醫藥,疫苗,韓,341,302440,SK바이오사이언스,SK生物科學
汽車,車用LED燈具,韓,342,005850,에스엘,S&L車用零件廠
傳統消費,化妝品代工(ODM),韓,343,241710,코스메카코리아,Cosmecca Korea
控股公司,曉星集團控股,韓,344,004800,효성,曉星集團
封測(OSAT/測試),半導體封裝材料(焊球),韓,345,077360,덕산하이메탈,德山高金屬封裝材料廠
半導體設備,陶瓷加熱器,韓,346,059090,미코,Miko半導體設備零件廠
半導體設備,半導體/顯示雷射設備,韓,347,161580,필옵틱스,Philoptics設備廠
半導體材料,半導體特殊氣體,韓,348,425040,티이엠씨,TEMC半導體材料廠
光學元件,光電元件(LED),韓,349,017900,광전자,光電子LED廠
汽車,車用零件(鈑件),韓,354,010690,화신,車用零件廠
傳統產業,水泥,韓,355,038500,삼표시멘트,三表水泥
媒體/娛樂,廣告代理,韓,359,030000,제일기획,第一企劃，三星集團廣告
傳統產業,特殊鋼,韓,360,001430,세아베스틸지주,世亞特殊鋼控股
網通設備,基站RF元件,韓,363,032500,케이엠더블유,KMW通訊設備廠
造船,船用引擎/國防,韓,367,077970,STX엔진,STX引擎
電力設備,電力設備維護,韓,368,051600,한전KPS,韓電KPS，KEPCO子公司
AI/軟體服務,AI醫療影像,韓,370,328130,루닛,Lunit
生技醫藥,AI醫療影像,韓,370,328130,루닛,Lunit AI醫療診斷
控股公司,樂天集團控股,韓,373,004990,롯데지주,樂天集團
遊戲/娛樂,遊戲軟體,韓,377,251270,넷마블,Netmarble
綠能/風電,大型鍛件(風電/船舶),韓,378,044490,태웅,Taewoong鍛造廠
傳統產業,化學,韓,379,005950,이수화학,理樹化學
CPO/光通訊,光收發模組,韓,383,138080,오이솔루션,Oe Solutions光通訊元件廠
傳統消費,服飾品牌,韓,391,383220,F&F,F&F，MLB韓國授權
半導體材料,濕化學品,韓,394,102710,이엔에프테크놀로지,ENF Technology半導體材料廠
軍工/國防,精密彈藥/無人機,韓,395,010820,퍼스텍,Firstec國防廠
生技醫藥,疫苗/血液製劑,韓,396,006280,녹십자,綠十字生技
傳統消費,零售(便利店),韓,398,282330,BGF리테일,BGF Retail，CU便利店
CPO/光通訊,光收發模組,陸,1,sz300308,中际旭创,全球最大AI光模組廠之一(中際旭創)
記憶體,NOR Flash/利基記憶體,陸,2,sh603986,兆易创新,全球NOR Flash前段大廠(兆易創新)
面板,面板,陸,3,sz000725,京东方Ａ,中國面板龍頭(京東方Ａ)
CPO/光通訊,光收發模組,陸,4,sz300502,新易盛,全球前三大AI光模組廠(新易盛)
封測(OSAT/測試),半導體封測(OSAT),陸,5,sh600584,长电科技,中國最大封測廠(長電科技)
CPO/光通訊,光纖光纜,陸,6,sh600522,中天科技,光纖光纜大廠(中天科技)
組裝代工(EMS),精密連接器/電子代工,陸,7,sz002475,立讯精密,立訊精密，連接器/電子代工大廠
CPO/光通訊,光纖光纜,陸,8,sh600487,亨通光电,光纖光纜大廠(亨通光電)
記憶體,記憶體模組/存儲晶片,陸,9,sh688525,佰维存储,存儲晶片模組廠(佰維存儲)
記憶體,記憶體介面晶片,陸,10,sh688008,澜起科技,全球記憶體介面晶片龍頭(瀾起科技)
記憶體,記憶體模組,陸,11,sz001309,德明利,記憶體模組廠(德明利)
半導體設備,雷射加工設備,陸,12,sz002008,大族激光,雷射加工設備廠(大族激光)
AI伺服器,伺服器代工,陸,13,sh601138,工业富联,工業富聯(鴻海子公司)，伺服器/AI伺服器代工龍頭
IC設計,AI晶片(GPU/ASIC),陸,14,sh688256,寒武纪,中國AI晶片設計龍頭(寒武紀)
PCB/CCL,PCB/精密結構件,陸,15,sz002384,东山精密,PCB與精密結構件廠(東山精密)
電池/儲能,動力電池,陸,16,sz300750,宁德时代,全球最大動力電池廠(寧德時代)
PCB/CCL,PCB(伺服器用),陸,17,sz300476,胜宏科技,AI伺服器用PCB廠(勝宏科技)
PCB/CCL,玻璃纖維,陸,18,sh600176,中国巨石,玻璃纖維材料龍頭(中國巨石)
記憶體,記憶體模組,陸,19,sz301308,江波龙,記憶體模組廠(江波龍)
晶圓代工,邏輯晶圓代工,陸,20,sh688981,中芯国际,中國最大晶圓代工廠(中芯國際)
CPO/光通訊,光通訊元件,陸,21,sz300394,天孚通信,光通訊元件廠(天孚通信)
封測(OSAT/測試),半導體封測(OSAT),陸,22,sz002185,华天科技,封測廠(華天科技)
AI伺服器,伺服器系統,陸,23,sh603019,中科曙光,中科曙光，伺服器/超算系統廠
封測(OSAT/測試),半導體封測(OSAT),陸,24,sz002156,通富微电,封測大廠(通富微電)
組裝代工(EMS),半導體封測設備代工,陸,25,sh600667,太极实业,電子代工廠(太極實業)
半導體材料,陶瓷材料(MLCC用),陸,26,sz300285,国瓷材料,電子陶瓷材料廠(國瓷材料)
CPO/光通訊,天線/射頻元件,陸,27,sz300136,信维通信,射頻天線元件廠(信維通信)
IC設計,伺服器CPU/AI晶片,陸,28,sh688041,海光信息,海光資訊，伺服器CPU/AI晶片廠
IC設計,MCU/車用IC設計,陸,29,sz300223,北京君正,MCU/車用IC設計廠(北京君正)
CPO/光通訊,光通訊元件,陸,30,sz002281,光迅科技,光通訊元件廠(光迅科技)
IC通路,半導體通路(記憶體為主),陸,31,sz300475,香农芯创,半導體通路商(香農芯創)
半導體設備,離子注入/蝕刻設備,陸,33,sh688012,中微公司,半導體設備廠(中微公司)
金融,證券/網路金融,陸,35,sz300059,东方财富,東方財富，網路券商龍頭
PCB/CCL,CCL覆銅板,陸,36,sh600183,生益科技,覆銅板材料大廠(生益科技)
封測(OSAT/測試),半導體封測/PCB,陸,37,sz000021,深科技,深科技，封測+PCB廠
化合物半導體,鍇/鍇材料(化合物半導體基材),陸,38,sz002428,云南锗业,鍇材料廠(雲南鍇業)
PCB/CCL,PCB,陸,39,sz002463,沪电股份,PCB大廠(滬電股份)
化合物半導體,LED/光電,陸,40,sh600703,三安光电,LED/光電半導體大廠(三安光電)
被動元件,電子陶瓷材料,陸,41,sz300408,三环集团,電子陶瓷材料廠(三環集團)
綠能/太陽能,太陽能逆變器,陸,42,sz300274,阳光电源,太陽能逆變器龍頭(陽光電源)
封測(OSAT/測試),半導體測試設備,陸,43,sz300604,长川科技,半導體測試設備廠(長川科技)
被動元件,MLCC電容/電阻,陸,44,sz000636,风华高科,MLCC/電阻元件廠(風華高科)
PCB/CCL,PCB雷射設備,陸,45,sz000988,华工科技,雷射加工設備廠(華工科技)
組裝代工(EMS),觸控/玻璃蓋板代工,陸,46,sz300433,蓝思科技,藍思科技，手機玻璃蓋板廠
CPO/光通訊,光纖光纜,陸,47,sh600105,永鼎股份,光纖光纜廠(永鼎股份)
半導體設備,薄膜沉積/蝕刻設備,陸,48,sz002371,北方华创,中國半導體設備龍頭(北方華創)
矽晶圓/材料,矽晶圓,陸,49,sh605358,立昂微,矽晶圓廠(立昂微)
傳統產業/原材料,鎢礦,陸,50,sz000657,中钨高新,鎢業公司(中鎢高新)
PCB/CCL,電解銅箔,陸,51,sz301217,铜冠铜箔,電解銅箔廠(銅冠銅箔)
功率半導體,功率半導體(IDM),陸,52,sh600460,士兰微,功率半導體IDM大廠(士蘭微)
半導體材料,靶材,陸,53,sz300666,江丰电子,半導體濺鍍靶材廠(江豐電子)
PCB/CCL,玻璃纖維材料,陸,55,sz301526,国际复材,玻纖材料廠(國際復材)
矽晶圓/材料,矽晶圓,陸,56,sh688126,沪硅产业,中國矽晶圓大廠(滬硅產業)
CPO/光通訊,光通訊系統設備,陸,57,sh600498,烽火通信,光通訊系統設備廠(烽火通信)
傳統產業/原材料,黃金/礦業,陸,58,sh601899,XD紫金矿,紫金礦業，大型礦業集團
IC設計,IC設計服務,陸,59,sh688521,芯原股份,ASIC/IP設計服務廠(芯原股份)
半導體材料,電子化學品(光刻膠),陸,61,sz300346,南大光电,光刻膠材料廠(南大光電)
機器人/自動化,工業自動化,陸,62,sz002851,麦格米特,工業自動化設備廠(麥格米特)
CPO/光通訊,雷射光源元件,陸,63,sh688498,源杰科技,光通訊雷射元件廠(源傑科技)
CPO/光通訊,光纖,陸,64,sh601869,长飞光纤,光纖預製棒大廠(長飛光纖)
CPO/光通訊,通訊系統設備,陸,65,sz000063,中兴通讯,中興通訊，通訊設備大廠
傳統產業/原材料,稀有金屬材料,陸,66,sh600206,有研新材,稀有金屬材料廠(有研新材)
半導體材料,磁性材料,陸,67,sh600330,天通股份,磁性材料廠(天通股份)
金融,證券,陸,68,sh600030,中信证券,中信證券
生技醫藥,新藥研發CRO/CDMO,陸,69,sh603259,药明康德,藥明康德，全球CRO/CDMO大廠
傳統產業/原材料,鎢礦,陸,70,sh600549,厦门钨业,鎢業大廠(廈門鎢業)
CPO/光通訊,光通訊元件,陸,71,sz300570,太辰光,光通訊元件廠(太辰光)
PCB/CCL,PCB,陸,72,sz002436,兴森科技,PCB廠(興森科技)
半導體材料,電子特氣,陸,73,sh688146,中船特气,半導體特殊氣體廠(中船特氣)
晶圓代工,晶圓代工(特殊製程),陸,74,sh688347,华虹宏力,華虹宏力，特殊製程晶圓代工廠
傳統產業,化工材料(氟化工),陸,75,sz002407,多氟多,多氟多，氟化工/電池材料廠
面板零組件,面板觸控/車載顯示模組,陸,76,sz300088,长信科技,面板模組廠(長信科技)
記憶體,利基型記憶體,陸,77,sh688110,东芯股份,利基型記憶體IC廠(東芯股份)
綠能/風電,風力發電機,陸,79,sz002202,金风科技,風力發電機大廠(金風科技)
傳統產業,化工材料(氟化工),陸,80,sh600141,兴发集团,興發集團，磷化工/有機硅廠
金融,保險,陸,81,sh601318,中国平安,中國平安
太空產業,衛星,陸,82,sh600118,中国卫星,中國衛星，衛星製造廠
CPO/光通訊,通訊終端設備,陸,83,sz002491,通鼎互联,通鼎互聯，通訊線纜/設備廠
金融,證券/網路金融,陸,85,sz300033,同花顺,同花順，證券資訊服務龍頭
半導體設備,薄膜沉積設備,陸,86,sh688072,拓荆科技,半導體沉積設備廠(拓荊科技)
半導體材料,電子化學品,陸,87,sz002409,雅克科技,半導體化學材料廠(雅克科技)
IC設計,記憶體周邊IC設計,陸,88,sh688766,普冉股份,存儲周邊IC設計廠(普冉股份)
組裝代工(EMS),手機結構件代工,陸,89,sz002600,领益智造,領益智造，精密結構件代工廠
被動元件,鋁質電解電容,陸,90,sz002484,江海股份,電解電容材料廠(江海股份)
封測(OSAT/測試),晶圓級封裝,陸,91,sh603005,晶方科技,CIS/晶圓級封裝廠(晶方科技)
CPO/光通訊,光通訊元件,陸,93,sh688313,仕佳光子,光通訊元件廠(仕佳光子)
金融,證券,陸,94,sh600909,华安证券,華安證券
電池/儲能,電池材料(電解液),陸,98,sz002709,天赐材料,電池電解液材料廠(天賜材料)
CPO/光通訊,通訊設備,陸,99,sh603083,剑桥科技,通訊設備廠(劍橋科技)
被動元件,電感/磁性元件,陸,100,sz300319,麦捷科技,電感元件廠(麥捷科技)
電池/儲能,動力電池,陸,101,sz300014,亿纬锂能,動力電池大廠(億緯鋰能)
IC設計,IC設計(紫光集團),陸,102,sz000938,紫光股份,紫光股份，IT/網通設備廠
傳統消費,白酒,陸,103,sh600519,XD贵州茅,貴州茅台，白酒龍頭
傳統產業/原材料,鉅礦,陸,104,sh603993,洛阳钼业,鉅業大廠(洛陽鉅業)
PCB/CCL,PCB銅箔,陸,105,sz301511,德福科技,電解銅箔廠(德福科技)
封測(OSAT/測試),先進封裝,陸,106,sh688820,盛合晶微,先進封裝廠(盛合晶微)
綠能/太陽能,太陽能矽片,陸,107,sz002129,TCL中环,光伏矽片/半導體材料廠(TCL中環)
傳統產業,化工新材料,陸,108,sh601208,东材科技,化工新材料廠(東材科技)
CPO/光通訊,光通訊元件,陸,109,sz300548,长芯博创,光通訊元件廠(長芯博創)
傳統產業/原材料,鋅/鍤礦業,陸,110,sh600497,驰宏锌锗,馳宏鋅鍤
半導體材料,電子化學品(CMP材料),陸,111,sz300054,鼎龙股份,CMP材料廠(鼎龍股份)
CPO/光通訊,光學元件,陸,112,sh603773,沃格光电,光通訊光學元件廠(沃格光電)
傳統產業/原材料,錫礦,陸,113,sz000960,锡业股份,錫業大廠(錫業股份)
CPO/光通訊,通訊電子元件,陸,115,sh603629,利通电子,電子元件廠(利通電子)
CPO/光通訊,雷射光源元件,陸,116,sh688048,长光华芯,光通訊雷射元件廠(長光華芯)
組裝代工(EMS),手機軟板/系統封裝代工,陸,117,sz002938,鹏鼎控股,鵏鼎控股，軟板代工廠
電池/儲能,鋰礦/鋰鹽,陸,118,sz002466,天齐锂业,全球鋰業龍頭(天齊鋰業)
CPO/光通訊,光通訊元件,陸,119,sz300620,光库科技,光通訊元件廠(光庫科技)
汽車,新能源車整車,陸,120,sz002594,比亚迪,比亞迪，全球新能源車大廠
電池/儲能,電池材料(超細金屬粉),陸,121,sh605376,博迁新材,電池材料廠(博遷新材)
公用事業,發電,陸,122,sh601991,大唐发电,大唐發電
AI伺服器,伺服器系統,陸,123,sz000977,浪潮信息,伺服器系統大廠(浪潮信息)
機器人/自動化,自動化設備,陸,124,sz300757,罗博特科,自動化設備廠(羅博特科)
傳統產業,化工材料(氟化工),陸,126,sh600160,巨化股份,巨化股份，氟化工龍頭
半導體材料,電子特氣/氟材料,陸,127,sh600378,昊华科技,昊華科技，含氟材料廠
傳統產業/原材料,稀土,陸,128,sh600111,北方稀土,全球最大稀土公司(北方稀土)
軍工/國防,航天電子,陸,130,sh600879,航天电子,航天電子裝備廠(航天電子)
PCB/CCL,PCB,陸,131,sz002579,中京电子,PCB廠(中京電子)
PCB/CCL,PCB,陸,132,sz002916,深南电路,PCB大廠(深南電路)
CPO/光通訊,雷射加工設備,陸,133,sz300776,帝尔激光,雷射精密加工設備廠(帝爾激光)
半導體材料,石英材料,陸,134,sz300260,新莱应材,半導體材料廠(新莱应材)
傳統產業/原材料,稀土,陸,135,sh600392,盛和资源,稀土資源公司(盛和資源)
汽車,車用熱管理元件,陸,138,sz002050,三花智控,車用熱管理元件廠(三花智控)
航運,航運,陸,139,sh601872,招商轮船,招商輪船
機器人/自動化,精密減速機(諧波),陸,140,sh688017,绿的谐波,機器人諧波減速機廠(綠的諧波)
功率半導體,功率二極體,陸,141,sz300373,扬杰科技,功率半導體廠(揚杰科技)
半導體材料,存儲晶片(EEPROM)封測,陸,142,sh688123,聚辰股份,聚辰股份，車用晶片廠
被動元件,電容器(薄膜電容),陸,143,sh603678,火炬电子,薄膜電容器廠(火炬電子)
電池/儲能,電池/特種陶瓷材料,陸,143,sh603678,火炬电子,特種陶瓷材料廠
面板,顯示玻璃基板,陸,144,sh600707,彩虹股份,顯示玻璃基板廠(彩虹股份)
半導體設備,光伏/半導體設備,陸,147,sz300751,迈为股份,邁為股份，光伏異質結設備廠
AI伺服器,資料中心電源,陸,148,sz002335,科华数据,資料中心溫控/電源廠(科華數據)
PCB/CCL,PCB,陸,149,sz001389,广合科技,PCB廠(廣合科技)
媒體/娛樂,數字娛樂,陸,153,sz002354,天娱数科,天娛數科，數字娛樂廠
造船,造船,陸,156,sh600150,中国船舶,中國船舶，大型造船廠
電池/儲能,鋰礦/鋰鹽,陸,157,sz002460,赣锋锂业,鋰電池材料大廠(贛鋒鋰業)
IC設計,FPGA/特種IC,陸,158,sz002049,紫光国微,紫光國微，FPGA/安全晶片設計廠
IC設計,伺服器/IT設計服務,陸,162,sz301396,宏景科技,IT設計服務廠(宏景科技)
封測(OSAT/測試),面板驅動IC封測,陸,163,sh688403,汇成股份,驅動IC封測廠(匯成股份)
化合物半導體,碳化矽基板,陸,166,sh688234,天岳先进,SiC基板材料廠(天岳先進)
記憶體,記憶體模組,陸,167,sz301666,大普微,記憶體模組廠(大普微)
半導體設備,半導體測試設備,陸,168,sh688627,精智达,測試設備廠(精智達)
功率半導體,功率半導體(IDM),陸,169,sh688396,华润微,功率半導體IDM廠(華潤微)
軍工/國防,軍用通訊系統,陸,170,sz300762,上海瀚讯,上海瀚訊，軍用無線通訊廠
傳統產業/原材料,鎢礦,陸,171,sz002842,翔鹭钨业,鎢業公司(翔鷺鎢業)
金融,銀行,陸,172,sh600036,招商银行,招商銀行
電力設備,輸變電設備,陸,173,sh601179,中国西电,中國西電
金融,證券,陸,174,sh600999,招商证券,招商證券
IC設計,RF前端晶片,陸,175,sz300782,卓胜微,手機RF晶片設計廠(卓胜微)
半導體設備,塗膠顯影設備,陸,178,sh688037,芯源微,半導體前道設備廠(芯源微)
IC通路,電子元件通路,陸,179,sz300975,商络电子,電子元件分銷商(商絡電子)
生技醫藥,製藥,陸,180,sh600276,恒瑞医药,恒瑞醫藥，創新藥大廠
半導體設備,刀具材料,陸,181,sz300179,四方达,超硬材料刀具廠(四方達)
記憶體,工控存儲,陸,182,sz300302,同有科技,工控存儲廠(同有科技)
傳統產業/原材料,磁性材料,陸,183,sz002056,横店东磁,橫店東磁，磁性材料廠
半導體設備,廠務工程,陸,184,sh603929,亚翔集成,半導體廠務系統整合廠(亞翔集成)
CPO/光通訊,光纖光纜,陸,185,sz002617,露笑科技,露笑科技，光纖光纜+晶體材料廠
傳統產業/原材料,鉭礦,陸,186,sz000962,东方钽业,鉭業公司(東方鉭業)
半導體設備,清洗設備,陸,188,sh688082,盛美上海,半導體清洗設備廠(盛美上海)
傳統產業/原材料,鉅礦,陸,190,sh601958,金钼股份,鉅業公司(金鉅股份)
傳統產業,化工材料(間位芳纤),陸,191,sz002254,泰和新材,泰和新材，芳纖材料廠
半導體材料,石英材料,陸,192,sh603688,石英股份,半導體石英材料廠(石英股份)
晶圓代工,晶圓代工,陸,193,sh688249,晶合集成,晶合集成，面板驅動IC晶圓代工廠
傳統消費,養豬/肉品,陸,194,sz002714,牧原股份,牧原股份，全球最大養豬企業
傳統消費,家電,陸,197,sz000333,美的集团,美的集團，家電大廠
半導體設備,CMP拋光設備,陸,201,sh688120,华海清科,半導體拋光設備廠(華海清科)
半導體設備,晶圓清洗/加工,陸,202,sz301611,珂玛科技,半導體設備廠(珂瑪科技)
機器人/自動化,工業機器人,陸,204,sz002747,埃斯顿,工業機器人廠(埃斯頓)
汽車,車用引擎/動力系統,陸,205,sz000338,潍柴动力,濰柴動力，柴油引擎大廠
IC設計,多媒體應用晶片,陸,206,sz300458,全志科技,多媒體晶片設計廠(全志科技)
半導體設備,精密刀具,陸,207,sz301377,鼎泰高科,精密刀具廠(鼎泰高科)
半導體材料,化工材料,陸,208,sh603938,三孚股份,三孚股份，有機硅材料廠
公用事業,水電,陸,210,sh600900,长江电力,長江電力
傳統產業/原材料,銅礦,陸,213,sz000630,铜陵有色,銅業公司(銅陵有色)
IC設計,工控/車用晶片,陸,215,sz300672,国科微,工控晶片設計廠(國科微)
半導體設備,晶圓檢測設備,陸,217,sh688361,中科飞测,半導體檢測設備廠(中科飛測)
傳統產業/原材料,銅礦,陸,218,sh600362,江西铜业,銅業大廠(江西銅業)
電池/儲能,鈷/電池材料,陸,220,sh603799,华友钴业,鈷/三元材料大廠(華友鈷業)
CPO/光通訊,PCB材料(高頻高速),陸,221,sh688519,南亚新材,高頻高速覆銅板材料廠(南亞新材)
面板零組件,功能性材料,陸,223,sz300806,斯迪克,功能性材料廠(斯迪克)
PCB/CCL,PCB測試設備,陸,224,sz301013,利和兴,PCB測試設備廠(利和興)
傳統產業/原材料,鋁業,陸,226,sh600888,新疆众和,鋁業公司(新疆眾和)
