主族群,細分產品,國家,排名,代碼,公司,產業地位
電力設備,資料中心溫控,陸,269,sz301018,申菱环境,申菱環境，精密溫控設備廠
面板,LED芯片與外延片,陸,270,sz300323,华灿光电,京東方集團旗下，國內第二大LED芯片及Mini/Micro LED領先者（華燦光電）
電池/儲能,消費電池(圓柱鋰電),陸,271,sz002245,蔚蓝锂芯,消費鋰電池廠(蔚藍鋰芯)
材料/化學品,高強高導銅合金,陸,272,sh688102,斯瑞新材,提供航太發動機及半導體引線框架所需之特殊銅合金材料（斯瑞新材）
化合物半導體,碳化矽基板,陸,273,sh688234,天岳先进,SiC基板材料廠(天岳先進)
汽車,車用引擎/動力系統,陸,274,sz000338,潍柴动力,濰柴動力，柴油引擎大廠
傳統產業/原材料,鋁業,陸,275,sh601600,中国铝业,中國鋁業
半導體設備,精密刀具,陸,276,sz301377,鼎泰高科,精密刀具廠(鼎泰高科)
半導體設備,面板與半導體自動化檢測設備,陸,277,sh688328,深科达,提供柔性顯示面板、先進封裝貼合與AOI光學檢測機台的製造商
半導體材料,電子化學品,陸,278,sh603078,江化微,江化微，半導體濕化學品廠
材料/化學品,酚醛樹脂與電子樹脂,陸,279,sh605589,圣泉集团,全球產能領先之酚醛樹脂與高階覆銅板用電子樹脂大廠（聖泉集團）
機器人/自動化,工業自動化,陸,280,sz300124,汇川技术,工業自動化龍頭(匯川技術)
傳統製造,智慧型手機與行動裝置,陸,281,sh688036,传音控股,號稱「非洲手機之王」，在全球新興市場智慧手機市佔率名列前茅
傳統產業/原材料,煤炭/化工,陸,282,sz000933,神火股份,煤炭化工公司(神火股份)
半導體通路,記憶體與電子元器件分銷平台,陸,283,sz001287,中电港,國內領先的半導體元器件與記憶體模組技術型B2B分銷服務平台
傳統製造,液晶顯示主控板卡與互動平板,陸,284,sz002841,视源股份,全球市佔第一的液晶電視主控板卡與會議/教育智慧互動平板龍頭
CPO/光通訊,光通訊模組,陸,285,sz301205,联特科技,光通訊模組廠(聯特科技)
傳統產業/原材料,錫礦,陸,286,sz000960,锡业股份,錫業大廠(錫業股份)
被動元件,電感/磁性元件,陸,287,sz300319,麦捷科技,電感元件廠(麥捷科技)
光學元件,光學濾光片與微型光學,陸,288,sz002273,水晶光电,蘋果供應鏈之光學濾光片與AR微型光學元件大廠（水晶光電）
材料/化學品,粉末冶金與碳碳複合材料,陸,289,sz002297,博云新材,中南大學背景，提供航空航天煞車副與碳碳複合高溫材料（博雲新材）
半導體材料,電子材料,陸,290,sz300655,晶瑞电材,電子材料廠(晶瑞電材)
面板,顯示材料與超薄玻璃,陸,291,sh600552,凯盛科技,擁有UTG超薄柔性玻璃與顯示觸控模組之玻璃新材料廠（凱盛科技）
PCB/CCL,PCB,陸,292,sz002579,中京电子,PCB廠(中京電子)
電池/儲能,鈷/電池材料,陸,293,sh603799,华友钴业,鈷/三元材料大廠(華友鈷業)
材料/化學品,離子交換樹脂與分離吸附材料,陸,294,sz300487,蓝晓科技,國內吸附分離材料（鹽湖提鋰、醫藥純化吸附樹脂）絕對龍頭
CPO/光通訊,通訊零組件,陸,295,sz301232,飞沃科技,通訊零組件廠(飛沃科技)
軍工/國防,航天裝備,陸,296,sz000547,航天发展,航天裝備廠(航天發展)
被動元件,電感,陸,297,sz300671,富满微,電感元件廠(富滿微)
電池/儲能,鋰鹽,陸,298,sz002240,盛新锂能,鋰鹽生產廠(盛新鋰能)
功率半導體,類比IC,陸,299,sz300661,圣邦股份,類比IC設計廠(圣邦股份)
半導體材料,電子特氣,陸,300,sh688106,金宏气体,工業氣體廠(金宏气体)
AI/軟體服務,AI視覺辨識,陸,301,sh688343,云天励飞,AI視覺辨識廠(云天励飞)
傳統產業,機械設備,陸,302,sz002552,宝鼎科技,機械設備廠(宝鼎科技)
IC設計,工控/車用晶片,陸,303,sz300672,国科微,工控晶片設計廠(國科微)
半導體設備,晶圓清洗/加工,陸,304,sz301611,珂玛科技,半導體設備廠(珂瑪科技)
半導體材料,電子特氣,陸,305,sh688268,华特气体,半導體特殊氣體廠(華特氣體)
電力設備,輸變電設備,陸,306,sh600089,特变电工,輸變電設備大廠(特變電工)
半導體設備,刀具材料,陸,307,sz300179,四方达,超硬材料刀具廠(四方達)
製藥/生技,多肽類藥物,陸,308,sz300199,翰宇药业,國內專攻多肽類藥物研發與原料藥出口之領先生技廠（翰宇藥業）
PCB/CCL,CCL材料,陸,309,sh603186,华正新材,CCL材料廠(華正新材)
製藥/生技,大輸液與創新藥,陸,310,sz002422,科伦药业,中國大輸液市場絕對龍頭，並成功轉型抗癌ADC新藥研發（科倫藥業）
IC設計,行動裝置ODM與功率半導體IDM,陸,311,sh600745,*ST闻泰,全球最大手機代工ODM廠，整併安世半導體（Nexperia）成為車用功率半導體巨頭
組裝代工(EMS),精密結構件,陸,312,sz300115,长盈精密,精密結構件廠(長盈精密)
AI/軟體服務,跨境電商行銷,陸,313,sz301171,易点天下,易點天下，跨境網路行銷廠
軍工/國防,航太航空精密零部件與工裝模具,陸,314,sz300900,广联航空,國內領先的軍用與民用飛機機體結構件、碳纖維複合材料精密製造商
製藥/生技,藥物安全性評價(CRO),陸,315,sh603127,昭衍新药,國內非臨床藥物安全性評價（毒理學試驗）CRO絕對龍頭（昭衍新藥）
零售/電商,免稅品零售,陸,316,sh601888,中国中免,全球規模最大之免稅運營商，壟斷海南離島及國內機場免稅業務（中國中免）
網路服務/遊戲,軟體外包與鴻蒙生態,陸,317,sz301236,软通动力,國內領先的軟體與IT技術外包服務商，華為開源鴻蒙核心共建者（軟通動力）
材料/化學品,激光晶體與非線性晶體,陸,318,sz002222,福晶科技,全球非線性光學晶體（LBO/BBO）市佔率絕對霸主（福晶科技）
傳統產業/原材料,稀土,陸,319,sh600392,盛和资源,稀土資源公司(盛和資源)
半導體設備,高純工藝系統與濕法清洗,陸,320,sh603690,至纯科技,晶圓廠高純工藝介質供應系統與半導體濕法清洗設備大廠（至純科技）
半導體設備,廠務工程,陸,321,sh603929,亚翔集成,半導體廠務系統整合廠(亞翔集成)
汽車零件,密封件與底盤空氣懸吊系統,陸,322,sz000887,中鼎股份,全球領先的汽車橡膠密封件與高階車底盤空氣懸架系統大廠
面板零組件,面板觸控/車載顯示模組,陸,323,sz300088,长信科技,面板模組廠(長信科技)
精密儀器,半導體光學元器件與顯微光學,陸,324,sh688502,茂莱光学,國內高端光學顯微鏡、微影光刻機光學照明系統核心元器件供應商
傳統消費,家電,陸,325,sz000333,美的集团,美的集團，家電大廠
半導體材料,電子化學品,陸,326,sh688545,兴福电子,半導體濕電子化學品廠(興福電子)
IC設計,安全芯片與MCU,陸,327,sz300077,国民技术,國內領先的信息安全芯片及通用32位MCU設計廠（國民技術）
IC設計,車用電子IC,陸,328,sz300131,英唐智控,車用電子IC設計廠(英唐智控)
建設/不動產,房地產開發,陸,329,sz000620,盈新发展,主營房地產開發、文旅及物業管理（盈新發展）
被動元件,電容器(薄膜電容),陸,330,sh603678,火炬电子,薄膜電容器廠(火炬電子)
電池/儲能,電池/特種陶瓷材料,陸,330,sh603678,火炬电子,特種陶瓷材料廠
PCB/CCL,PCB,陸,331,sz001389,广合科技,PCB廠(廣合科技)
PCB/CCL,柔性印刷電路板（FPC）,陸,332,sz300657,弘信电子,國內產值領先的柔性電路板製造商，強攻新能源車與AI終端軟板
汽車零件,鋁合金壓鑄件,陸,333,sz301307,美利信,專為新能源車三電系統及5G通信基站提供大型鋁壓鑄件（美利信）
CPO/光通訊,通訊終端設備,陸,334,sz000070,特发信息,通訊終端設備廠(特發信息)
電池/儲能,氫氧化鋰與民爆,陸,335,sz002497,雅化集团,國內民用爆破龍頭，轉型為特斯拉等供應高純電池級氫氧化鋰大廠（雅化集團）
傳統產業,陶瓷製品,陸,336,sh603268,松发股份,陶瓷製品廠(松发股份)
功率半導體,功率半導體,陸,337,sz300623,捷捷微电,功率二極體廠(捷捷微電)
製藥/生技,醫藥原料藥(API),陸,338,sh603538,美诺华,專精於心血管及中樞神經類特色原料藥出口大廠（美諾華）
功率半導體,IGBT,陸,339,sh603290,斯达半导,IGBT功率半導體廠(斯達半導)
軍工/國防,軍用電子元件,陸,340,sz000733,振华科技,軍工電子元件廠(振華科技)
遊戲/娛樂,遊戲軟體,陸,341,sz002602,世纪华通,世紀華通，遊戲廠
半導體設備,薄膜沉積設備,陸,342,sh688147,微导纳米,原子層沉積設備廠(微導纳米)
半導體材料,封裝材料(球形粉),陸,343,sh688300,联瑞新材,電子材料廠(聯瑞新材)
電池/儲能,儲能系統整合,陸,344,sh688411,海博思创,儲能系統整合廠(海博思創)
太空產業,衛星通訊,陸,345,sh601698,中国卫通,中國衛通，衛星通訊運營商
食品飲料,味精與調味品,陸,346,sh600186,莲花控股,中國老字號味精品牌，積極轉型算力租賃業務（蓮花控股）
製藥/生技,心腦血管用藥,陸,347,sz002294,信立泰,以抗血栓藥物（泰嘉）聞名的心腦血管專科製藥大廠（信立泰）
半導體材料,電子材料(銅材),陸,348,sz002119,康强电子,電子材料廠(康強電子)
傳統產業,化工材料(氟化工),陸,349,sh600141,兴发集团,興發集團，磷化工/有機硅廠
CPO/光通訊,雷射加工設備,陸,350,sz300776,帝尔激光,雷射精密加工設備廠(帝爾激光)
證券,投資銀行,陸,351,sh601066,中信建投,中信集團背景，國內投行保薦與債券承銷業務排名前三之頂尖券商（中信建投）
製藥/生技,中成藥與化學藥,陸,352,sz002317,众生药业,以眼科及呼吸科中成藥起家，近年積極轉型研發抗流感新藥（眾生藥業）
封測(OSAT/測試),半導體晶圓成品測試服務,陸,353,sh688135,利扬芯片,國內領先的第三方獨立晶圓電性（CP）與封裝成品（FT）測試服務商
半導體設備,刀具耗材,陸,354,sh688257,新锐股份,半導體切割刀具廠(新銳股份)
傳統產業/原材料,磁性材料,陸,355,sz002056,横店东磁,橫店東磁，磁性材料廠
電池/儲能,鋰電銅箔,陸,356,sh600110,诺德股份,中國極薄鋰電銅箔主要供應商（諾德股份）
傳統產業/原材料,礦業,陸,357,sh601168,西部矿业,西部礦業
傳統產業/原材料,稀土磁材,陸,358,sz000970,中科三环,中科三環，釹鐵硼磁材廠
IC設計,安防CIS圖像傳感器,陸,359,sh688213,思特威,全球安防監控攝像頭與車載CMOS圖像傳感器龍頭（思特威）
傳統消費,白酒,陸,360,sh600809,山西汾酒,山西汾酒，白酒大廠
CPO/光通訊,3D感測元件,陸,361,sh688322,奥比中光,3D視覺感測廠(奧比中光)
建設/不動產,半導體引線框架與園林,陸,362,sh603991,领先股份,跨足半導體引線框架及傳統生態園林綠化工程（領先股份）
機器人/自動化,工業自動化控制(DCS),陸,363,sh688777,中控技术,國內流程工業DCS（集散控制系統）市佔第一的工業軟體巨頭（中控技術）
材料/化學品,金剛石線鋸與光伏切片耗材,陸,364,sz300861,美畅股份,全球太陽能矽片切割用金剛石線（金剛線）出貨量絕對霸主
面板,液晶顯示模組,陸,365,sz301379,天山电子,專攻工業控制與智能家電領域之中小尺寸顯示模組製造商（天山電子）
傳統產業/原材料,黃金,陸,366,sh600547,山东黄金,黃金礦業大廠(山東黃金)
軍工/國防,航空發動機,陸,367,sh600893,航发动力,航發動力，航空發動機廠
軍工/國防,特種光纖與光纖環,陸,368,sh688143,长盈通,國內軍用光纖陀螺儀核心組件（保偏光纖及光纖環）壟斷級供應商（長盈通）
建設/不動產,张江高科技園區開發與創投,陸,369,sh600895,张江高科,上海張江科學城運營主體，高度融合產業地產與半導體孵化投資
電力設備,電網設備,陸,370,sz002028,思源电气,思源電氣
網路服務/遊戲,電影製作及院線,陸,371,sz002739,儒意电影,中國最大的影視院線及電影投資製作公司（儒意電影）
汽車,新能源車整車,陸,372,sh601127,赛力斯,賽力斯，新能源車廠
CPO/光通訊,通訊連接器,陸,373,sz002897,意华股份,連接器廠(意华股份)
傳統製造,石英晶體振盪器,陸,374,sh603738,泰晶科技,國內石英晶體諧振器與振盪器產銷量領先之頻率元件大廠（泰晶科技）
零售/電商,電子元器件分銷平台,陸,375,sz000062,深圳华强,營運中國最大的電子元器件實體市場與B2B線上採購平台（深圳華強）
CPO/光通訊,PCB材料(高頻高速),陸,376,sh688519,南亚新材,高頻高速覆銅板材料廠(南亞新材)
機器人/自動化,精密軸承與滾子,陸,377,sh603667,五洲新春,提供風電軸承與新能源車精密軸承零件大廠
IC設計,蜂窩物聯網基帶芯片,陸,378,sh688220,翱捷科技,國內稀缺的非手機蜂窩物聯網（Cat.1/Cat.4）基帶芯片設計廠（翱捷科技）
機器人/自動化,工業馬達,陸,379,sh600580,卧龙电驱,臥龍電驅，工業馬達廠
證券,證券經紀與投行,陸,380,sz000783,长江证券,湖北省龍頭綜合型券商（長江證券）
傳統產業/原材料,鋅鍺礦業,陸,381,sh600497,驰宏锌锗,鋅鍺礦業大廠(馳宏鋅鍺)
PCB/CCL,PCB測試設備,陸,382,sz301013,利和兴,PCB測試設備廠(利和興)
材料/化學品,散熱材料與EMI屏蔽,陸,383,sz300684,中石科技,提供蘋果與消費電子高階導熱石墨及EMI屏蔽材料商（中石科技）
IC設計,CIS圖像傳感器,陸,384,sh688728,格科微,全球中低階智慧手機與穿戴裝置CMOS圖像傳感器出貨量霸主（格科微）
製藥/生技,抗癌創新藥,陸,385,sh688235,百济神州,全球化發展最成功之中國抗癌創新藥研發絕對巨頭（百濟神州）
網路服務/遊戲,網路遊戲與IP授權,陸,386,sz002517,恺英网络,以《傳奇》類遊戲及多款知名動漫IP改編手遊為核心之遊戲大廠（愷英網路）
半導體設備,測試分選機,陸,387,sh603061,金海通,國內半導體後段封測平移式測試分選機（Handler）領先製造商（金海通）
傳統製造,索具與金屬鋼絲繩,陸,388,sz002342,巨力索具,國內規模最大、品種最齊全的專業吊裝索具製造大廠（巨力索具）
傳統產業/原材料,銀/鋅礦業,陸,389,sz000426,兴业银锡,興業銀錫
半導體設備,精密測試設備,陸,390,sh688025,杰普特,精密測試設備廠(杰普特)
面板零組件,功能性材料,陸,391,sz300806,斯迪克,功能性材料廠(斯迪克)
傳統製造,智能控制器,陸,392,sz002402,和而泰,國內家電、汽車與電動工具微電腦智能控制器大廠（和而泰）
電池/儲能,鋰礦,陸,393,sz002738,中矿资源,鋰礦資源廠(中礦資源)
AI雲端/軟體,企業級IT系統整合與大數據,陸,394,sh600410,华胜天成,國內老牌IT基礎設施服務商，主攻雲計算、數據中心與信創系統整合
傳統製造,電視代工與LED全產業鏈,陸,395,sz002429,兆驰股份,液晶電視ODM代工大廠，並成功佈局LED芯片到封裝全產業鏈（兆馳股份）
PCB/CCL,PCB,陸,396,sz300903,科翔股份,高密度印製電路板(PCB)大廠(科翔股份)
機器人/自動化,自動化設備,陸,397,sz300607,拓斯达,拓斯達，工業機器人/自動化廠
矽晶圓/材料,矽晶圓,陸,398,sh688783,西安奕材,矽晶圓材料廠(西安奕材)
精密儀器,光學成像與機器視覺系統,陸,399,sh600288,大恒科技,專注高精度雷射全息成像、大恒光學相機與醫療影像硬體製造商
IC設計,EDA與成品率分析,陸,400,sz301095,广立微,提供半導體良率提升EDA軟體及晶圓級電性測試設備之利基廠（廣立微）
媒體/娛樂,數字出版,陸,401,sz300364,中文在线,中文在線，數字出版廠
傳統產業/原材料,銅礦,陸,402,sz000630,铜陵有色,銅業公司(銅陵有色)
半導體材料,半導體先進封裝電鍍與化學品,陸,403,sh688720,艾森股份,國內領先的晶圓製程用高端先進封裝光刻膠、去膠劑與電鍍液供應商
半導體材料,石英材料,陸,404,sh603688,石英股份,半導體石英材料廠(石英股份)
電力設備,電源適配器與伺服器電源,陸,405,sz300870,欧陆通,國內開關電源大廠，成功切入AI伺服器高功率電源供應鏈（歐陸通）
半導體設備,PCB鑽孔設備,陸,406,sz301200,大族数控,精密製造設備廠(大族數控)
金融,證券,陸,407,sz000776,广发证券,廣發證券
重工業/造船,潤滑及液壓冷卻設備,陸,408,sz002272,川润股份,為風電與重工機械提供潤滑、液壓及液冷散熱溫控系統大廠（川潤股份）
半導體設備,超高純氣體傳輸系統零部件,陸,409,sh688605,先锋精科,國內晶圓製程設備（蝕刻/沉積）專用超高純萬向腔體與閥件零組件大廠
電池/儲能,鋰電池結構件,陸,410,sz002850,科达利,寧德時代等全球動力電池大廠之精密結構件絕對龍頭（科達利）
IC設計,軍用GPU與特種微處理器,陸,411,sz300474,景嘉微,中國稀缺的國產GPU（圖形處理器）晶片設計龍頭，廣泛應用於軍工與航太
材料/化學品,微電子焊接材料,陸,412,sz301319,唯特偶,國內領先的錫膏、助焊劑等微電子焊接與封裝化學材料廠（唯特偶）
製藥/生技,肝素原料藥及製劑,陸,413,sz300255,常山药业,國內低分子肝素注射液及肝素原料藥主要生產出口商（常山藥業）
半導體設備,精密焊接與點膠設備,陸,414,sh603203,快克智能,提供電子PCBA精密錫焊自動化設備，跨足半導體封裝微電子銲接（快克智能）
AI/軟體服務,工業仿真軟體,陸,415,sh688507,索辰科技,工業軟體廠(索辰科技)
化工,氟致冷劑,陸,416,sh603379,三美股份,國內第二代及第三代氟致冷劑（HFCs）配額領先之氟化工大廠（三美股份）
製藥/生技,抗癌創新藥,陸,417,sh688578,艾力斯,以第三代EGFR肺癌標靶新藥伏美替尼為核心的創新藥廠（艾力斯）
傳統產業/原材料,黃金,陸,418,sh600489,中金黄金,中金黃金
半導體設備,真空設備,陸,419,sz301392,汇成真空,半導體真空設備廠(匯成真空)
傳統消費,乳製品,陸,420,sh600887,伊利股份,伊利股份，乳製品龍頭
IC設計,CPU設計(國產化),陸,421,sh688047,龙芯中科,龍芯中科，國產CPU設計廠
半導體設備,超聲波焊接與檢測設備,陸,422,sh688392,骄成超声,國內動力鋰電池與半導體引線框架專用超聲波焊接設備絕對龍頭
化工,有機顏料,陸,423,sh603823,百合花,國內有機顏料行業龍頭，產品廣泛應用於油墨與塗料（百合花）
汽車,車用電子元件,陸,424,sz301099,雅创电子,雅創電子，車用電子元件廠
半導體設備,測試探針卡,陸,425,sh688809,强一股份,中國高端半導體晶圓測試探針卡（MEMS探針卡）領先製造商（強一股份）
電信,網路設備ODM,陸,426,sz301191,菲菱科思,為新華三、銳捷等大廠提供交換機與路由器代工的網通製造商（菲菱科思）
材料/化學品,工程膠粘劑與特用電子膠,陸,427,sz300041,回天新材,國內最大的工程膠粘劑製造商，供應光伏、汽車與半導體封裝膠材
封測(OSAT/測試),晶圓測試與半導體封裝,陸,428,sz002077,大港股份,江蘇省區域型晶圓測試服務商兼具半導體產業園區運營
綠能/太陽能,太陽能逆變器,陸,429,sh605117,德业股份,太陽能/儲能逆變器廠(德業股份)
PCB/CCL,PCB,陸,430,sh603459,红板科技,紅板科技，PCB廠
記憶體,記憶體模組品牌,陸,431,sz300042,朗科科技,記憶體模組品牌廠(朗科科技)
機器人/自動化,鋰電池整線設備,陸,432,sz300450,先导智能,全球規模最大的鋰電池整線自動化設備與捲繞機龍頭（先導智能）
CPO/光通訊,通訊連接器,陸,433,sh688668,鼎通科技,高速連接器廠(鼎通科技)
工業電腦/物聯網,邊緣計算硬體,陸,434,sz001339,智微智能,物聯網邊緣計算與工業電腦大廠(智微智能)
機器人/自動化,運動控制系統,陸,435,sz002979,雷赛智能,中國步進電機驅動與伺服運動控制系統龍頭
綠能/太陽能,太陽能矽片/電池片,陸,436,sh601012,隆基绿能,光伏一體化龍頭(隆基綠能)
電力設備,輸變電設備,陸,437,sh601179,中国西电,中國西電
鋼鐵/有色金屬,鉛鋅冶煉,陸,438,sh600961,株冶集团,五礦集團旗下，中國最大的鋅冶煉與深加工基地之一（株冶集團）
建設/不動產,園林綠化工程,陸,439,sz001267,汇绿生态,區域性城市園林綠化及生態修復工程施工設計服務商（匯綠生態）
金融,銀行,陸,440,sh601166,兴业银行,興業銀行
半導體設備,X射線檢測設備(X-Ray),陸,441,sh688531,日联科技,國內工業及半導體封裝微米級X射線智慧檢測設備龍頭（日聯科技）
IC設計,Wi-Fi/藍牙物聯網芯片,陸,442,sh688018,乐鑫科技,全球物聯網Wi-Fi MCU芯片出貨量第一的絕對龍頭設計廠（樂鑫科技）
記憶體,工控存儲,陸,443,sz300302,同有科技,工控存儲廠(同有科技)
材料/化學品,浮法玻璃與光伏玻璃,陸,444,sh601636,旗滨集团,國內原片浮法玻璃及節能建築玻璃龍頭，跨足光伏玻璃（旗濱集團）
能源（石油/煤炭）,油氣田射孔技術與頁岩油鑽採,陸,445,sz300164,通源石油,國內高階油氣田定向射孔與壓裂裝備、頁岩油氣田技術服務大廠
電池/儲能,鋰電池隔膜,陸,446,sz300568,星源材质,全球動力鋰電池乾法與濕法隔膜主要供應大廠（星源材質）
化合物半導體,光學薄膜材料,陸,447,sz300706,阿石创,光學薄膜材料廠(阿石創)
IC設計,特種微波有源晶片與相控陣模組,陸,448,sh688375,国博电子,國內軍用與通訊基站專用高階微波集成電路與相控陣T/R模組龍頭
AI/軟體服務,大數據服務,陸,449,sz300166,东方国信,東方國信，大數據服務廠
零售/電商,跨境電商與互聯網營銷,陸,450,sz300209,行云科技,主營跨境電商零售及進出口供應鏈服務（行云科技）
材料/化學品,空氣淨化與微細玻纖,陸,451,sh603601,再升科技,提供無塵室濾紙與航空級微細玻璃纖維保溫隔音材料（再升科技）
電力設備,發電設備,陸,452,sh600875,东方电气,東方電氣
汽車零件,熱管理系統,陸,453,sz002126,银轮股份,傳統車與新能源車熱交換器與熱管理系統龍頭（銀輪股份）
半導體設備,智慧自動化測試與組裝機台,陸,454,sz002975,博杰股份,提供資通訊與半導體後段聲學、光學及電性精密自動化測試設備廠
傳統產業/原材料,鉬礦,陸,455,sh601958,金钼股份,全球鉬業巨頭(金鉬股份)
生技醫藥,生技新藥,陸,456,sh688331,荣昌生物,荣昌生物，創新藥廠
生技醫藥,醫療器材,陸,457,sz300760,迈瑞医疗,邁瑞醫療，醫療器材龍頭
網路服務/遊戲,國資雲與高科技工程,陸,458,sz000032,深桑达Ａ,中國電子集團旗下，主導「中國電子雲」國資雲及高科技廠房工程（深桑達A）
製藥/生技,抗腫瘤創新藥,陸,459,sh688266,泽璟制药,專注於多靶點激酶抑制劑（多納非尼等）研發的抗癌創新藥廠（澤璟制藥）
傳統製造,電力設備與線纜代工,陸,460,sh600226,亨通股份,亨通集團旗下之電力物資與設備代工平台（亨通股份）
製藥/生技,臨床CRO,陸,461,sz300347,泰格医药,國內最大的新藥臨床試驗外包（臨床CRO）服務與法規註冊巨頭（泰格醫藥）
AI雲端/軟體,雲端計算資料中心（IDC）運營,陸,462,sz300738,奥飞数据,國內核心城市大規模第三方互聯網資料中心與算力機房運營商
生技醫藥,新藥研發,陸,463,sz300558,贝达药业,貝達藥業，創新藥廠
建設/不動產,潔淨室與機電安裝工程,陸,464,sh601133,柏诚股份,國內頂尖的高科技產業潔淨室機電廠務系統整合工程商
化工,煤基新材料與烯烴,陸,465,sh600989,宝丰能源,國內成本優勢最強的煤製烯烴（聚乙烯、聚丙烯）民營化工龍頭（寶豐能源）
金融,保險,陸,466,sh601336,新华保险,新華保險
半導體設備,刀具耗材,陸,467,sh688308,欧科亿,精密刀具廠(歐科億)
鋼鐵/有色金屬,電解鋁與氧化鋁,陸,468,sz002532,天山铝业,具備高度上下游一體化優勢的國內原鋁冶煉大廠（天山鋁業）
材料/化學品,鋰電極薄銅箔,陸,469,sh688388,嘉元科技,寧德時代等動力電池廠之6微米及以下極薄鋰電銅箔主要供應商（嘉元科技）
半導體材料,陶瓷封裝(軍工),陸,470,sz003031,中瓷电子,軍工陶瓷封裝廠(中瓷電子)
軍工/國防,軍用雷達、導航與衛星通訊,陸,471,sz002413,雷科防务,專攻軍用毫米波雷達、衛星導航及無人機特種電子防衛系統大廠
電力設備,火電與新能源發電,陸,472,sz001896,豫能控股,河南省最大的省屬綜合電力發電與熱力供應商（豫能控股）
電力設備,電網自動化,陸,473,sh600406,国电南瑞,國電南瑞，電網自動化龍頭
傳統產業/原材料,稀土,陸,474,sz000831,中国稀土,稀土資源公司(中國稀土)
材料/化學品,電子封裝紙質載帶,陸,475,sz002859,洁美科技,全球片式電子元器件（被動元件）包裝用紙質載帶絕對霸主（潔美科技）
CPO/光通訊,通訊連接器,陸,476,sh688800,瑞可达,高速連接器廠(瑞可達)
電力設備,水冷溫控系統,陸,477,sz300499,高澜股份,提供特高壓、儲能與資料中心液冷溫控設備供應商（高瀾股份）
金融,證券資訊服務,陸,478,sz300803,指南针,指南針，證券資訊服務廠
金融,保險,陸,479,sh601601,中国太保,中國太保
金融,銀行,陸,480,sh601988,XD中国银,中國銀行
AI雲端/軟體,軟體外包與鴻蒙/歐拉作業系統,陸,481,sz300339,润和软件,國內領先的IT技術外包商，為華為鴻蒙（HarmonyOS）生態核心共建者
化學品,車用環保精細化學品與鋰電材料,陸,482,sh603906,龙蟠科技,國內車用尿素與尾氣淨化劑龍頭，跨足鋰電池磷酸鐵鋰正極材料
食品飲料,傳統白酒釀造（濃香型）,陸,483,sz000568,泸州老窖,中國四大名酒之一，「瀘州老窖」與「國窖1573」白酒巨頭
重工業,深冷超低溫設備與天然氣液化,陸,484,sz300540,蜀道装备,專注液化天然氣（LNG）深冷分離裝置、低軌衛星液氫航天推進耗材廠
CPO/光通訊,通訊工程服務,陸,485,sz002929,润建股份,潤建股份，通訊網路服務廠
軍工/國防,軍用彈藥,陸,486,sz000519,中兵红箭,軍工彈藥廠(中兵紅箭)
AI雲端,雲端服務,陸,487,sh688158,优刻得,雲端計算服務廠(優刻得)
機器人/自動化,工程機械,陸,488,sh600031,三一重工,三一重工，工程機械龍頭
傳統產業/原材料,鋼鐵,陸,489,sh600010,包钢股份,鋼鐵公司(包鋼股份)
PCB/CCL,印刷電路板及觸控屏,陸,490,sz000823,超声电子,中國老牌覆銅板、高階HDI電路板與液晶觸控組件製造廠（超聲電子）
化學品,鑄造用功能塗料與電子樹脂,陸,491,sh603928,兴业股份,國內鑄造造型材料龍頭，生產覆銅板用高階特種功能電子樹脂
能源,石油天然氣,陸,492,sh601857,中国石油,中國石油
材料/化學品,金屬軟磁粉芯,陸,493,sz300811,铂科新材,國內金屬軟磁粉芯絕對龍頭，受惠於光伏與光儲逆變器需求（鉑科新材）
AI雲端/軟體,超大規模雲端資料中心代管,陸,494,sh603881,数据港,專為電商巨頭與雲端大廠提供高密度綠色資料中心（IDC）託管服務
綠能/風電,風力發電機組與風電場運營,陸,495,sh601615,明阳智能,中國領先的大型大型離岸與陸上風力發電機組製造與綠能開發大廠
航運,航運,陸,496,sh601872,XD招商轮,招商輪船
半導體設備,設備零件清洗,陸,497,sz301297,富乐德,半導體設備精密洗淨服務大廠(富樂德)
IC設計,類比IC設計,陸,498,sh688536,思瑞浦,類比晶片設計廠(思瑞浦)
AI雲端/軟體,數位行銷與AI大模型應用,陸,499,sz300071,福石控股,轉型數位整合營銷，利用智慧演算法與AI生圖進行精準廣告投放
軍工/國防,北斗導航晶片與微波陶瓷組件,陸,500,sz002151,北斗星通,國內北斗導航晶片、高精度授時終端與軍工特種微波元件老牌龍頭
航太/國防,特種鈦合金與超導線材材料,陸,501,sh688122,西部超导,中國軍用戰機與火箭發動機專用高強度鈦合金及航太超導材料壟斷廠
機器人/自動化,機器人(品牌),陸,502,sz300024,机器人,機器人品牌廠(機器人)
電池/儲能,鋰電結構件與電機鐵芯,陸,503,sz300953,震裕科技,寧德時代主力供應商，供應鋰電池頂蓋結構件與驅動電機鐵芯（震裕科技）
傳統消費,家電,陸,504,sz000651,格力电器,格力電器，家電大廠
機械/工具,螺桿式壓縮機與真空幫浦,陸,505,sz002158,汉钟精机,國內螺桿壓縮機龍頭，其高階乾式真空泵已成功打入光伏與半導體製程
半導體設備,鑽石刀具,陸,506,sz301071,力量钻石,培育鑽石/刀具材料廠(力量鑽石)
半導體設備,晶體生長設備,陸,507,sz300316,晶盛机电,晶體生長/光伏設備廠(晶盛機電)
