主族群,細分產品,國家,排名,代碼,公司,產業地位
AI伺服器,伺服器系統,美,163,HPE,Hewlett Packard Enterprise Company Common Stock,企業伺服器系統廠
科技(綜合),Computer Software: Prepackaged Software,美,164,CDNS,Cadence Design Systems Inc. Common Stock,(底層分類，來自Nasdaq官方sector/industry)
科技(綜合),Semiconductors,美,165,ASX,ASE Technology Holding Co. Ltd. American Depositary Shares (each representing Two Common Shares) ,(底層分類，來自Nasdaq官方sector/industry)
封測(OSAT/測試),封測(綜合),美,165,ASX,ASE Technology Holding Co. Ltd. American Depositary Shares (each representing Two Common Shares) ,日月光美股ADR
消費(非必需),Other Consumer Services,美,166,SE,Sea Limited American Depositary Shares each representing one Class A Ordinary Share,(底層分類，來自Nasdaq官方sector/industry)
工業,Military/Government/Technical,美,167,LMT,Lockheed Martin Corporation Common Stock,(底層分類，來自Nasdaq官方sector/industry)
軍工/國防,飛彈/戰機系統,美,167,LMT,Lockheed Martin Corporation Common Stock,洛克希德馬丁
金融,Finance: Consumer Services,美,168,NU,Nu Holdings Ltd. Class A Ordinary Shares,(底層分類，來自Nasdaq官方sector/industry)
消費(非必需),Clothing/Shoe/Accessory Stores,美,169,TJX,TJX Companies Inc. (The) Common Stock,(底層分類，來自Nasdaq官方sector/industry)
生技醫藥,Other Pharmaceuticals,美,170,MCK,McKesson Corporation Common Stock,(底層分類，來自Nasdaq官方sector/industry)
金融,Investment Managers,美,171,APO,Apollo Global Management Inc. (New) Common Stock,(底層分類，來自Nasdaq官方sector/industry)
消費(非必需),RETAIL: Building Materials,美,172,SHW,Sherwin-Williams Company (The) Common Stock,(底層分類，來自Nasdaq官方sector/industry)
能源,Integrated oil Companies,美,173,COP,ConocoPhillips Common Stock,(底層分類，來自Nasdaq官方sector/industry)
金融,Property-Casualty Insurers,美,174,PGR,Progressive Corporation (The) Common Stock,(底層分類，來自Nasdaq官方sector/industry)
不動產,Real Estate Investment Trusts,美,175,EQIX,Equinix Inc. Common Stock REIT,(底層分類，來自Nasdaq官方sector/industry)
消費(非必需),Business Services,美,176,MELI,MercadoLibre Inc. Common Stock,(底層分類，來自Nasdaq官方sector/industry)
科技(綜合),EDP Services,美,177,WULF,TeraWulf Inc. Common Stock,(底層分類，來自Nasdaq官方sector/industry)
加密貨幣,比特幣挖礦/AI算力,美,177,WULF,TeraWulf Inc. Common Stock,比特幣挖礦/轉型AI算力
科技(綜合),Electrical Products,美,178,CLS,Celestica Inc. Common Stock,(底層分類，來自Nasdaq官方sector/industry)
組裝代工(EMS),電子代工組裝,美,178,CLS,Celestica Inc. Common Stock,電子代工廠
科技(綜合),Computer peripheral equipment,美,179,FTNT,Fortinet Inc. Common Stock,(底層分類，來自Nasdaq官方sector/industry)
生技醫藥,Biotechnology: Pharmaceutical Preparations,美,180,REGN,Regeneron Pharmaceuticals Inc. Common Stock,(底層分類，來自Nasdaq官方sector/industry)
科技(綜合),EDP Services,美,181,PDD,PDD Holdings Inc. American Depositary Shares,(底層分類，來自Nasdaq官方sector/industry)
工業,Military/Government/Technical,美,182,STRL,Sterling Infrastructure Inc. Common Stock,(底層分類，來自Nasdaq官方sector/industry)
金融,Specialty Insurers,美,183,AJG,Arthur J. Gallagher & Co. Common Stock,(底層分類，來自Nasdaq官方sector/industry)
科技(綜合),Computer Software: Prepackaged Software,美,184,NET,Cloudflare Inc. Class A Common Stock,(底層分類，來自Nasdaq官方sector/industry)
科技(綜合),Computer Software: Prepackaged Software,美,185,PATH,UiPath Inc. Class A Common Stock,(底層分類，來自Nasdaq官方sector/industry)
生技醫藥,Medical Specialities,美,186,ELV,Elevance Health Inc. Common Stock,(底層分類，來自Nasdaq官方sector/industry)
消費(非必需),Automotive Aftermarket,美,187,GPC,Genuine Parts Company Common Stock,(底層分類，來自Nasdaq官方sector/industry)
工業,Diversified Commercial Services,美,188,PYPL,PayPal Holdings Inc. Common Stock,(底層分類，來自Nasdaq官方sector/industry)
工業,Railroads,美,189,CSX,CSX Corporation Common Stock,(底層分類，來自Nasdaq官方sector/industry)
生技醫藥,Hospital/Nursing Management,美,190,HCA,HCA Healthcare Inc. Common Stock,(底層分類，來自Nasdaq官方sector/industry)
公用事業,Power Generation,美,191,DUK,Duke Energy Corporation (Holding Company) Common Stock,(底層分類，來自Nasdaq官方sector/industry)
金融,Commercial Banks,美,192,TD,Toronto Dominion Bank (The) Common Stock,(底層分類，來自Nasdaq官方sector/industry)
工業,Auto Manufacturing,美,193,F,Ford Motor Company Common Stock,(底層分類，來自Nasdaq官方sector/industry)
科技(綜合),Radio And Television Broadcasting And Communications Equipment,美,194,ONDS,Ondas Inc. Common Stock,(底層分類，來自Nasdaq官方sector/industry)
消費(非必需),Oil and Gas Field Machinery,美,195,BKR,Baker Hughes Company Class A Common Stock,(底層分類，來自Nasdaq官方sector/industry)
公用事業,Electric Utilities: Central,美,196,VST,Vistra Corp. Common Stock,(底層分類，來自Nasdaq官方sector/industry)
工業,Railroads,美,197,UNP,Union Pacific Corporation Common Stock,(底層分類，來自Nasdaq官方sector/industry)
不動產,Real Estate Investment Trusts,美,198,AMT,American Tower Corporation (REIT) Common Stock,(底層分類，來自Nasdaq官方sector/industry)
工業,Ordnance And Accessories,美,199,AXON,Axon Enterprise Inc. Common Stock,(底層分類，來自Nasdaq官方sector/industry)
軍工/國防,警用科技,美,199,AXON,Axon Enterprise Inc. Common Stock,泰瑟槍/執法科技廠
金融,Investment Bankers/Brokers/Service,美,200,BLK,BlackRock Inc. Common Stock,(底層分類，來自Nasdaq官方sector/industry)
消費(非必需),Marine Transportation,美,201,RCL,Royal Caribbean Cruises Ltd. Common Stock,(底層分類，來自Nasdaq官方sector/industry)
科技(綜合),Computer Software: Programming Data Processing,美,202,DOCN,DigitalOcean Holdings Inc. Common Stock,(底層分類，來自Nasdaq官方sector/industry)
科技(綜合),EDP Services,美,203,MARA,MARA Holdings Inc. Common Stock,(底層分類，來自Nasdaq官方sector/industry)
加密貨幣,比特幣挖礦,美,203,MARA,MARA Holdings Inc. Common Stock,比特幣挖礦廠
工業,Industrial Machinery/Components,美,204,KEYS,Keysight Technologies Inc. Common Stock,(底層分類，來自Nasdaq官方sector/industry)
能源,Oil & Gas Production,美,205,DVN,Devon Energy Corporation Common Stock,(底層分類，來自Nasdaq官方sector/industry)
金融,Finance: Consumer Services,美,206,CIFR,Cipher Digital Inc. Common Stock,(底層分類，來自Nasdaq官方sector/industry)
加密貨幣,比特幣挖礦,美,206,CIFR,Cipher Digital Inc. Common Stock,比特幣挖礦廠
科技(綜合),Computer Software: Prepackaged Software,美,207,SNPS,Synopsys Inc. Common Stock,(底層分類，來自Nasdaq官方sector/industry)
工業,Metal Fabrications,美,208,HWM,Howmet Aerospace Inc. Common Stock,(底層分類，來自Nasdaq官方sector/industry)
軍工/國防,航太合金零件,美,208,HWM,Howmet Aerospace Inc. Common Stock,航太合金零件廠
金融,Investment Bankers/Brokers/Service,美,209,ICE,Intercontinental Exchange Inc. Common Stock,(底層分類，來自Nasdaq官方sector/industry)
生技醫藥,Biotechnology: Pharmaceutical Preparations,美,210,NVO,Novo Nordisk A/S Common Stock,(底層分類，來自Nasdaq官方sector/industry)
公用事業,Power Generation,美,211,EXC,Exelon Corporation Common Stock,(底層分類，來自Nasdaq官方sector/industry)
科技(綜合),Computer Software: Prepackaged Software,美,212,ADSK,Autodesk Inc. Common Stock,(底層分類，來自Nasdaq官方sector/industry)
生技醫藥,Medical Specialities,美,213,CI,The Cigna Group Common Stock,(底層分類，來自Nasdaq官方sector/industry)
生技醫藥,Medical/Nursing Services,美,214,HIMS,Hims & Hers Health Inc. Class A Common Stock,(底層分類，來自Nasdaq官方sector/industry)
工業,Industrial Machinery/Components,美,215,ONTO,Onto Innovation Inc. Common Stock,(底層分類，來自Nasdaq官方sector/industry)
半導體設備,檢測設備,美,215,ONTO,Onto Innovation Inc. Common Stock,半導體檢測設備廠
工業,Diversified Commercial Services,美,216,ADP,Automatic Data Processing Inc. Common Stock,(底層分類，來自Nasdaq官方sector/industry)
生技醫藥,Biotechnology: Biological Products (No Diagnostic Substances),美,217,RVMD,Revolution Medicines Inc. Common Stock,(底層分類，來自Nasdaq官方sector/industry)
不動產,Real Estate Investment Trusts,美,218,VTR,Ventas Inc. Common Stock,(底層分類，來自Nasdaq官方sector/industry)
傳統產業/原材料,Precious Metals,美,219,CDE,Coeur Mining Inc. Common Stock,(底層分類，來自Nasdaq官方sector/industry)
金融,Investment Bankers/Brokers/Service,美,220,IBKR,Interactive Brokers Group Inc. Class A Common Stock,(底層分類，來自Nasdaq官方sector/industry)
消費(非必需),Air Freight/Delivery Services,美,221,UAL,United Airlines Holdings Inc. Common Stock,(底層分類，來自Nasdaq官方sector/industry)
科技(綜合),Semiconductors,美,222,TSEM,Tower Semiconductor Ltd. Ordinary Shares,(底層分類，來自Nasdaq官方sector/industry)
晶圓代工,類比/混合訊號晶圓代工,美,222,TSEM,Tower Semiconductor Ltd. Ordinary Shares,特殊製程晶圓代工廠
金融,Finance: Consumer Services,美,223,BMNR,BitMine Immersion Technologies Inc. Common Stock,(底層分類，來自Nasdaq官方sector/industry)
加密貨幣,以太幣持有,美,223,BMNR,BitMine Immersion Technologies Inc. Common Stock,以太幣儲備策略公司
科技(綜合),Computer Software: Prepackaged Software,美,224,BB,BlackBerry Limited Common Stock,(底層分類，來自Nasdaq官方sector/industry)
科技(綜合),Semiconductors,美,225,FSLR,First Solar Inc. Common Stock,(底層分類，來自Nasdaq官方sector/industry)
綠能/太陽能,太陽能板製造,美,225,FSLR,First Solar Inc. Common Stock,美國最大太陽能板廠
科技(綜合),EDP Services,美,226,WDAY,Workday Inc. Class A Common Stock,(底層分類，來自Nasdaq官方sector/industry)
工業,Industrial Machinery/Components,美,227,CMI,Cummins Inc. Common Stock,(底層分類，來自Nasdaq官方sector/industry)
消費(非必需),Hotels/Resorts,美,228,HLT,Hilton Worldwide Holdings Inc. Common Stock ,(底層分類，來自Nasdaq官方sector/industry)
生技醫藥,Biotechnology: Pharmaceutical Preparations,美,229,BMY,Bristol-Myers Squibb Company Common Stock,(底層分類，來自Nasdaq官方sector/industry)
生技醫藥,Biotechnology: Pharmaceutical Preparations,美,230,ABVX,Abivax SA American Depositary Shares,(底層分類，來自Nasdaq官方sector/industry)
生技醫藥,Medical Specialities,美,231,GH,Guardant Health Inc. Common Stock,(底層分類，來自Nasdaq官方sector/industry)
傳統產業/原材料,Major Chemicals,美,232,APD,Air Products and Chemicals Inc. Common Stock,(底層分類，來自Nasdaq官方sector/industry)
科技(綜合),Semiconductors,美,233,AXTI,AXT Inc Common Stock,(底層分類，來自Nasdaq官方sector/industry)
化合物半導體,化合物半導體基板材料,美,233,AXTI,AXT Inc Common Stock,GaAs/InP基板材料廠
消費(非必需),Hotels/Resorts,美,234,MAR,Marriott International Class A Common Stock,(底層分類，來自Nasdaq官方sector/industry)
傳統消費,Retail-Drug Stores and Proprietary Stores,美,235,CVS,CVS Health Corporation Common Stock,(底層分類，來自Nasdaq官方sector/industry)
消費(非必需),Auto & Home Supply Stores,美,236,AZO,AutoZone Inc. Common Stock,(底層分類，來自Nasdaq官方sector/industry)
消費(非必需),Retail-Auto Dealers and Gas Stations,美,237,CVNA,Carvana Co. Class A Common Stock,(底層分類，來自Nasdaq官方sector/industry)
金融,Commercial Banks,美,238,RY,Royal Bank Of Canada Common Stock,(底層分類，來自Nasdaq官方sector/industry)
科技(綜合),Computer Software: Prepackaged Software,美,239,MDB,MongoDB Inc. Class A Common Stock,(底層分類，來自Nasdaq官方sector/industry)
能源,Integrated oil Companies,美,240,VLO,Valero Energy Corporation Common Stock,(底層分類，來自Nasdaq官方sector/industry)
公用事業,Telecommunications Equipment,美,241,CLRO,ClearOne Inc. Common Stock,(底層分類，來自Nasdaq官方sector/industry)
生技醫藥,Biotechnology: Pharmaceutical Preparations,美,242,PTCT,PTC Therapeutics Inc. Common Stock,(底層分類，來自Nasdaq官方sector/industry)
消費(非必需),Air Freight/Delivery Services,美,243,DAL,Delta Air Lines Inc. Common Stock,(底層分類，來自Nasdaq官方sector/industry)
科技(綜合),Semiconductors,美,244,SMTC,Semtech Corporation Common Stock,(底層分類，來自Nasdaq官方sector/industry)
IC設計,類比/混合訊號IC,美,244,SMTC,Semtech Corporation Common Stock,類比IC設計廠
生技醫藥,Medical Specialities,美,245,ILMN,Illumina Inc. Common Stock,(底層分類，來自Nasdaq官方sector/industry)
傳統消費,Beverages (Production/Distribution),美,246,MNST,Monster Beverage Corporation,(底層分類，來自Nasdaq官方sector/industry)
生技醫藥,Medical Specialities,美,247,HUM,Humana Inc. Common Stock,(底層分類，來自Nasdaq官方sector/industry)
生技醫藥,Biotechnology: Biological Products (No Diagnostic Substances),美,248,TECH,Bio-Techne Corp Common Stock,(底層分類，來自Nasdaq官方sector/industry)
科技(綜合),Computer Software: Prepackaged Software,美,249,FIG,Figma Inc. Class A Common Stock,(底層分類，來自Nasdaq官方sector/industry)
金融,Finance: Consumer Services,美,250,HUT,Hut 8 Corp. Common Stock,(底層分類，來自Nasdaq官方sector/industry)
加密貨幣,比特幣挖礦,美,250,HUT,Hut 8 Corp. Common Stock,比特幣挖礦廠
傳統消費,Packaged Foods,美,251,MDLZ,Mondelez International Inc. Class A Common Stock,(底層分類，來自Nasdaq官方sector/industry)
傳統消費,Beverages (Production/Distribution),美,252,KDP,Keurig Dr Pepper Inc. Common Stock,(底層分類，來自Nasdaq官方sector/industry)
金融,Property-Casualty Insurers,美,253,CB,Chubb Limited  Common Stock,(底層分類，來自Nasdaq官方sector/industry)
消費(非必需),Marine Transportation,美,254,CCL,Carnival Corporation Ltd. Common Shares,(底層分類，來自Nasdaq官方sector/industry)
消費(非必需),Containers/Packaging,美,255,KMB,Kimberly-Clark Corporation Common Stock,(底層分類，來自Nasdaq官方sector/industry)
消費(非必需),Business Services,美,256,MBGL,Mobility Global Inc. Common Stock,(底層分類，來自Nasdaq官方sector/industry)
消費(非必需),Restaurants,美,257,CMG,Chipotle Mexican Grill Inc. Common Stock,(底層分類，來自Nasdaq官方sector/industry)
消費(非必需),RETAIL: Building Materials,美,258,LOW,Lowe's Companies Inc. Common Stock,(底層分類，來自Nasdaq官方sector/industry)
消費(非必需),RETAIL: Building Materials,美,259,QXO,QXO Inc. Common Stock,(底層分類，來自Nasdaq官方sector/industry)
能源,Oilfield Services/Equipment,美,260,SLB,SLB Limited Common Shares,(底層分類，來自Nasdaq官方sector/industry)
金融,Major Banks,美,261,COF,Capital One Financial Corporation Common Stock,(底層分類，來自Nasdaq官方sector/industry)
消費(非必需),Diversified Commercial Services,美,262,ABNB,Airbnb Inc. Class A Common Stock,(底層分類，來自Nasdaq官方sector/industry)
消費(非必需),Services-Misc. Amusement & Recreation,美,263,TTWO,Take-Two Interactive Software Inc. Common Stock,(底層分類，來自Nasdaq官方sector/industry)
公用事業,Electric Utilities: Central,美,264,SO,Southern Company (The) Common Stock,(底層分類，來自Nasdaq官方sector/industry)
科技(綜合),Semiconductors,美,265,UMC,United Microelectronics Corporation (NEW) Common Stock,(底層分類，來自Nasdaq官方sector/industry)
晶圓代工,邏輯晶圓代工,美,265,UMC,United Microelectronics Corporation (NEW) Common Stock,聯電美股ADR
工業,Broadcasting,美,266,FOXA,Fox Corporation Class A Common Stock,(底層分類，來自Nasdaq官方sector/industry)
消費(非必需),Oil and Gas Field Machinery,美,267,FTI,TechnipFMC plc Ordinary Share,(底層分類，來自Nasdaq官方sector/industry)
科技(綜合),Semiconductors,美,268,SITM,SiTime Corporation Common Stock,(底層分類，來自Nasdaq官方sector/industry)
IC設計,精密計時晶片(MEMS振盪器),美,268,SITM,SiTime Corporation Common Stock,MEMS振盪器設計廠
公用事業,Electric Utilities: Central,美,269,OKLO,Oklo Inc. Class A common stock,(底層分類，來自Nasdaq官方sector/industry)
核能/SMR,小型模組化反應爐,美,269,OKLO,Oklo Inc. Class A common stock,SMR新創
工業,Auto Parts:O.E.M.,美,270,TT,Trane Technologies plc,(底層分類，來自Nasdaq官方sector/industry)
金融,Property-Casualty Insurers,美,271,TRV,The Travelers Companies Inc. Common Stock,(底層分類，來自Nasdaq官方sector/industry)
科技(綜合),Computer Software: Prepackaged Software,美,272,VEEV,Veeva Systems Inc. Class A Common Stock,(底層分類，來自Nasdaq官方sector/industry)
科技(綜合),Electrical Products,美,273,HUBB,Hubbell Inc Common Stock,(底層分類，來自Nasdaq官方sector/industry)
工業,Military/Government/Technical,美,274,TDG,Transdigm Group Incorporated Common Stock,(底層分類，來自Nasdaq官方sector/industry)
軍工/國防,航太零件,美,274,TDG,Transdigm Group Incorporated Common Stock,航太零件廠
生技醫藥,Other Pharmaceuticals,美,275,CAH,Cardinal Health Inc. Common Stock,(底層分類，來自Nasdaq官方sector/industry)
科技(綜合),Semiconductors,美,276,AMKR,Amkor Technology Inc. Common Stock,(底層分類，來自Nasdaq官方sector/industry)
封測(OSAT/測試),封測(綜合),美,276,AMKR,Amkor Technology Inc. Common Stock,美國唯一大型OSAT封測大廠
科技(綜合),Electrical Products,美,277,TTMI,TTM Technologies Inc. Common Stock,(底層分類，來自Nasdaq官方sector/industry)
PCB/CCL,PCB,美,277,TTMI,TTM Technologies Inc. Common Stock,PCB廠
工業,Marine Transportation,美,278,GD,General Dynamics Corporation Common Stock,(底層分類，來自Nasdaq官方sector/industry)
軍工/國防,潛艦/裝甲車,美,278,GD,General Dynamics Corporation Common Stock,通用動力
科技(綜合),Computer Software: Prepackaged Software,美,279,RBLX,Roblox Corporation Class A Common Stock,(底層分類，來自Nasdaq官方sector/industry)
公用事業,Environmental Services,美,280,WM,Waste Management Inc. Common Stock,(底層分類，來自Nasdaq官方sector/industry)
工業,Aluminum,美,281,AA,Alcoa Corporation Common Stock ,(底層分類，來自Nasdaq官方sector/industry)
科技(綜合),EDP Services,美,282,QBTS,D-Wave Quantum Inc. Common Shares,(底層分類，來自Nasdaq官方sector/industry)
量子計算,量子退火電腦,美,282,QBTS,D-Wave Quantum Inc. Common Shares,量子退火電腦廠
消費(非必需),Business Services,美,283,FISV,Fiserv Inc. Common Stock,(底層分類，來自Nasdaq官方sector/industry)
公用事業,Natural Gas Distribution,美,284,WMB,Williams Companies Inc. (The) Common Stock,(底層分類，來自Nasdaq官方sector/industry)
傳統消費,Packaged Foods,美,285,GIS,General Mills Inc. Common Stock,(底層分類，來自Nasdaq官方sector/industry)
工業,Aerospace,美,286,JOBY,Joby Aviation Inc. Common Stock,(底層分類，來自Nasdaq官方sector/industry)
機器人/自動化,eVTOL飛行汽車,美,286,JOBY,Joby Aviation Inc. Common Stock,電動垂直起降飛行器廠
消費(非必需),Services-Misc. Amusement & Recreation,美,287,EA,Electronic Arts Inc. Common Stock,(底層分類，來自Nasdaq官方sector/industry)
科技(綜合),Electrical Products,美,288,VSH,Vishay Intertechnology Inc. Common Stock,(底層分類，來自Nasdaq官方sector/industry)
被動元件,綜合被動元件,美,288,VSH,Vishay Intertechnology Inc. Common Stock,電阻/電容/電感/二極體綜合大廠
工業,Mining & Quarrying of Nonmetallic Minerals (No Fuels),美,289,HL,Hecla Mining Company Common Stock,(底層分類，來自Nasdaq官方sector/industry)
生技醫藥,Biotechnology: Pharmaceutical Preparations,美,290,AZN,AstraZeneca PLC Ordinary Shares,(底層分類，來自Nasdaq官方sector/industry)
公用事業,Natural Gas Distribution,美,291,TRGP,Targa Resources Inc. Common Stock,(底層分類，來自Nasdaq官方sector/industry)
生技醫藥, Medicinal Chemicals and Botanical Products ,美,292,MO,Altria Group Inc.,(底層分類，來自Nasdaq官方sector/industry)
消費(非必需),Business Services,美,293,AKAM,Akamai Technologies Inc. Common Stock,(底層分類，來自Nasdaq官方sector/industry)
能源,Oil & Gas Production,美,294,FANG,Diamondback Energy Inc. Common Stock,(底層分類，來自Nasdaq官方sector/industry)
科技(綜合),Semiconductors,美,295,MXL,MaxLinear Inc. Common Stock,(底層分類，來自Nasdaq官方sector/industry)
IC設計,類比/混合訊號(寬頻通訊),美,295,MXL,MaxLinear Inc. Common Stock,通訊晶片設計廠
能源,Integrated oil Companies,美,296,MPC,Marathon Petroleum Corporation Common Stock,(底層分類，來自Nasdaq官方sector/industry)
金融,Finance: Consumer Services,美,297,MCO,Moody's Corporation Common Stock,(底層分類，來自Nasdaq官方sector/industry)
工業,Auto Manufacturing,美,298,GM,General Motors Company Common Stock,(底層分類，來自Nasdaq官方sector/industry)
工業,Industrial Machinery/Components,美,299,OUST,Ouster Inc. Common Stock,(底層分類，來自Nasdaq官方sector/industry)
生技醫藥,Biotechnology: In Vitro & In Vivo Diagnostic Substances,美,300,IDXX,IDEXX Laboratories Inc. Common Stock,(底層分類，來自Nasdaq官方sector/industry)
科技(綜合),EDP Services,美,301,RGTI,Rigetti Computing Inc. Common Stock,(底層分類，來自Nasdaq官方sector/industry)
量子計算,量子電腦,美,301,RGTI,Rigetti Computing Inc. Common Stock,量子電腦廠
工業,Industrial Machinery/Components,美,302,NVT,nVent Electric plc Ordinary Shares ,(底層分類，來自Nasdaq官方sector/industry)
公用事業,Water Supply,美,303,AWK,American Water Works Company Inc. Common Stock,(底層分類，來自Nasdaq官方sector/industry)
金融,Investment Managers,美,304,BX,Blackstone Inc. Common Stock,(底層分類，來自Nasdaq官方sector/industry)
消費(非必需),Retail-Auto Dealers and Gas Stations,美,305,CPRT,Copart Inc. (DE) Common Stock,(底層分類，來自Nasdaq官方sector/industry)
工業,Engineering & Construction,美,306,EME,EMCOR Group Inc. Common Stock,(底層分類，來自Nasdaq官方sector/industry)
金融,Real Estate,美,307,OPEN,Opendoor Technologies Inc Common Stock,(底層分類，來自Nasdaq官方sector/industry)
工業,Garments and Clothing,美,308,CTAS,Cintas Corporation Common Stock,(底層分類，來自Nasdaq官方sector/industry)
科技(綜合),Computer Software: Prepackaged Software,美,309,OKTA,Okta Inc. Class A Common Stock,(底層分類，來自Nasdaq官方sector/industry)
生技醫藥,Other Pharmaceuticals,美,310,COR,Cencora Inc. Common Stock,(底層分類，來自Nasdaq官方sector/industry)
消費(非必需),Services-Misc. Amusement & Recreation,美,311,LYV,Live Nation Entertainment Inc. Common Stock,(底層分類，來自Nasdaq官方sector/industry)
傳統消費,Specialty Foods,美,312,HSY,The Hershey Company Common Stock,(底層分類，來自Nasdaq官方sector/industry)
科技(綜合),Computer Software: Prepackaged Software,美,313,XYZ,Block Inc. Class A Common Stock,(底層分類，來自Nasdaq官方sector/industry)
工業,Industrial Machinery/Components,美,314,CARR,Carrier Global Corporation Common Stock ,(底層分類，來自Nasdaq官方sector/industry)
消費(非必需),Marine Transportation,美,315,VIK,Viking Holdings Ltd Ordinary Shares,(底層分類，來自Nasdaq官方sector/industry)
工業,Industrial Machinery/Components,美,316,LHX,L3Harris Technologies Inc. Common Stock,(底層分類，來自Nasdaq官方sector/industry)
軍工/國防,防衛電子系統,美,316,LHX,L3Harris Technologies Inc. Common Stock,L3Harris防衛電子
工業,Mining & Quarrying of Nonmetallic Minerals (No Fuels),美,317,MLM,Martin Marietta Materials Inc. Common Stock,(底層分類，來自Nasdaq官方sector/industry)
生技醫藥,Hospital/Nursing Management,美,318,THC,Tenet Healthcare Corporation Common Stock,(底層分類，來自Nasdaq官方sector/industry)
電信,Cable & Other Pay Television Services,美,319,CHTR,Charter Communications Inc. Class A Common Stock New,(底層分類，來自Nasdaq官方sector/industry)
公用事業,Oil/Gas Transmission,美,320,LNG,Cheniere Energy Inc. Common Stock,(底層分類，來自Nasdaq官方sector/industry)
消費(非必需),Department/Specialty Retail Stores,美,321,TGT,Target Corporation Common Stock,(底層分類，來自Nasdaq官方sector/industry)
能源,Oil & Gas Production,美,322,SHEL,Shell PLC American Depositary Shares (each representing two (2) Ordinary Shares) ,(底層分類，來自Nasdaq官方sector/industry)
科技(綜合),Semiconductors,美,323,NVTS,Navitas Semiconductor Corporation Common Stock,(底層分類，來自Nasdaq官方sector/industry)
功率半導體,GaN功率元件,美,323,NVTS,Navitas Semiconductor Corporation Common Stock,GaN功率元件廠
金融,Specialty Insurers,美,324,AON,Aon plc Class A Ordinary Shares (Ireland),(底層分類，來自Nasdaq官方sector/industry)
消費(非必需),Clothing/Shoe/Accessory Stores,美,325,ROST,Ross Stores Inc. Common Stock,(底層分類，來自Nasdaq官方sector/industry)
生技醫藥,Medical/Dental Instruments,美,326,MDLN,Medline Inc. Class A Common Stock,(底層分類，來自Nasdaq官方sector/industry)
能源,Oil & Gas Production,美,327,OXY,Occidental Petroleum Corporation Common Stock,(底層分類，來自Nasdaq官方sector/industry)
金融,Finance: Consumer Services,美,328,RKT,Rocket Companies Inc. Class A Common Stock,(底層分類，來自Nasdaq官方sector/industry)
金融,Finance: Consumer Services,美,329,RIOT,Riot Platforms Inc. Common Stock ,(底層分類，來自Nasdaq官方sector/industry)
加密貨幣,比特幣挖礦,美,329,RIOT,Riot Platforms Inc. Common Stock ,比特幣挖礦廠
工業,Building Materials,美,330,CRH,CRH PLC Ordinary Shares,(底層分類，來自Nasdaq官方sector/industry)
金融,Real Estate,美,331,CWD,CaliberCos Inc. Class A Common Stock,(底層分類，來自Nasdaq官方sector/industry)
消費(非必需),Retail-Auto Dealers and Gas Stations,美,332,CASY,Casey's General Stores Inc. Common Stock,(底層分類，來自Nasdaq官方sector/industry)
消費(非必需),Auto Parts:O.E.M.,美,333,MOD,Modine Manufacturing Company Common Stock,(底層分類，來自Nasdaq官方sector/industry)
公用事業,Electric Utilities: Central,美,334,NRG,NRG Energy Inc. Common Stock,(底層分類，來自Nasdaq官方sector/industry)
不動產,Real Estate Investment Trusts,美,335,O,Realty Income Corporation Common Stock,(底層分類，來自Nasdaq官方sector/industry)
消費(非必需),Telecommunications Equipment,美,336,ECHO,EchoStar  Corporation Common Stock,(底層分類，來自Nasdaq官方sector/industry)
工業,Mining & Quarrying of Nonmetallic Minerals (No Fuels),美,337,VMC,Vulcan Materials Company (Holding Company) Common Stock,(底層分類，來自Nasdaq官方sector/industry)
公用事業,Electric Utilities: Central,美,338,TXNM,TXNM Energy Inc. Common Stock,(底層分類，來自Nasdaq官方sector/industry)
不動產,Real Estate Investment Trusts,美,339,PLD,Prologis Inc. Common Stock,(底層分類，來自Nasdaq官方sector/industry)
消費(非必需),Department/Specialty Retail Stores,美,340,DLTR,Dollar Tree Inc. Common Stock,(底層分類，來自Nasdaq官方sector/industry)
科技(綜合),Electronic Components,美,341,NVMI,Nova Ltd. Ordinary Shares,(底層分類，來自Nasdaq官方sector/industry)
半導體設備,檢測設備,美,341,NVMI,Nova Ltd. Ordinary Shares,半導體量測設備廠
科技(綜合),Electrical Products,美,342,JBL,Jabil Inc. Common Stock,(底層分類，來自Nasdaq官方sector/industry)
組裝代工(EMS),電子代工組裝,美,342,JBL,Jabil Inc. Common Stock,電子代工大廠
金融,Property-Casualty Insurers,美,343,ALL,Allstate Corporation (The) Common Stock,(底層分類，來自Nasdaq官方sector/industry)
工業,Steel/Iron Ore,美,344,CRS,Carpenter Technology Corporation Common Stock,(底層分類，來自Nasdaq官方sector/industry)
科技(綜合),EDP Services,美,345,CTSH,Cognizant Technology Solutions Corporation Class A Common Stock,(底層分類，來自Nasdaq官方sector/industry)
科技(綜合),Semiconductors,美,346,Q,Qnity Electronics Inc. Common Stock,(底層分類，來自Nasdaq官方sector/industry)
半導體材料,電子材料(DuPont分拆),美,346,Q,Qnity Electronics Inc. Common Stock,半導體電子材料廠
科技(綜合),Semiconductors,美,347,RMBS,Rambus Inc. Common Stock,(底層分類，來自Nasdaq官方sector/industry)
IC設計,記憶體介面IP/晶片,美,347,RMBS,Rambus Inc. Common Stock,記憶體介面技術授權廠
